id,item_id,invoice_id,quantity,unit_price,status,created_at,updated_at
65,18,13,5,12098,shipped,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
66,72,13,2,3024,pending,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
67,97,14,9,45253,shipped,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
68,97,14,4,67760,packaged,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
69,97,14,3,45253,shipped,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
70,98,14,1,55096,shipped,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
71,98,14,8,63465,pending,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
72,9,14,3,2126,pending,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
73,99,14,7,45518,packaged,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
74,92,14,6,91298,packaged,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
75,29,15,7,75637,packaged,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
76,20,15,7,74285,packaged,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
77,23,15,4,45339,shipped,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
78,27,15,1,89480,pending,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
79,29,15,3,82413,packaged,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
80,7,15,1,93831,packaged,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
81,21,15,8,92302,pending,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
82,37,15,8,89480,packaged,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
83,43,16,4,6056,packaged,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
84,27,17,6,85319,shipped,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
85,27,17,10,85319,pending,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
86,2,17,6,85319,shipped,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
87,27,17,7,85319,pending,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
88,11,18,2,88660,packaged,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
89,11,18,3,82821,pending,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
90,75,18,5,46317,shipped,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
91,64,18,6,35891,shipped,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
92,65,18,7,66599,shipped,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
93,62,18,5,82819,pending,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
94,62,18,8,82819,pending,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
95,19,19,6,40767,packaged,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
96,10,19,8,48177,packaged,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
97,19,19,7,69590,shipped,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
98,25,20,7,98947,shipped,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
99,3,20,3,99465,packaged,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
100,20,20,2,77409,packaged,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
